1,035$a,074$a,086$a,264$c,856,955$b,245$a,245$b
1113469,(OCoLC)1137338602,0646-R (online),I 29.89:2007/010,2007,http://purl.fdlp.gov/GPO/gpo131164;Address at time of PURL creationVolume I (plan)https://irma.nps.gov/Datastore/DownloadFile/447063;Address at time of PURL creationVolume II (appendices)https://irma.nps.gov/Datastore/DownloadFile/447062,20200123,Rocky Mountain Network vital signs monitoring plan /,
1113472,(OCoLC)1137340355,0646-R (online),I 29.89:2007/020,2007,http://purl.fdlp.gov/GPO/gpo131160;Address at time of PURL creationVolume I (plan)https://irma.nps.gov/Datastore/DownloadFile/476683;Address at time of PURL creationVolume II (appendices)https://irma.nps.gov/Datastore/DownloadFile/476684,20200123,Upper Columbia Basin Network data management plan /,
1113475,(OCoLC)1137340797,0646-R (online),I 29.89:2007/015,2007,https://purl.fdlp.gov/GPO/gpo79324;Address at time of PURL creationhttps://irma.nps.gov/DataStore/DownloadFile/151272,20200123,Gulf Coast network vital signs monitoring plan /,
1113476,(OCoLC)1137340904,0646-R (online),I 29.89:2007/019,2007,https://purl.fdlp.gov/GPO/gpo79325;Address at time of PURL creationhttps://irma.nps.gov/DataStore/DownloadFile/149928,20200123,Interpreting biological diversity at Craters of the Moon National Monument and Preserve /,
1113477,(OCoLC)1137341250,0646-R (online),I 29.89:2007/014,2007,https://purl.fdlp.gov/GPO/gpo79323;Address at time of PURL creationhttps://irma.nps.gov/DataStore/DownloadFile/152742,20200123,White-tailed deer monitoring protocol for the Heartland Network Inventory and Monitoring Program /,
1113485,(OCoLC)1137341947,0807-A-07 (online),LC 14.23:RS 22207/,-2020,https://purl.fdlp.gov/GPO/gpo131187;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=RS22207,20200123,Congressional review of EPA's mercury rule /,
1113486,(OCoLC)1137342043,0646-R (online),I 29.89:2007/011,2007,https://purl.fdlp.gov/GPO/gpo131184;Address at time of PURL creationNarrativehttps://irma.nps.gov/Datastore/DownloadFile/481760;Address at time of PURL creationStandard operating procedureshttps://irma.nps.gov/Datastore/DownloadFile/481761,20200123,Camas Lily monitoring protocol ... /,
1113493,(OCoLC)1137343760,1016-C (online),Y 4.OV 2:116-5,2020,PDF versionhttps://purl.fdlp.gov/GPO/gpo131171;Text versionhttps://purl.fdlp.gov/GPO/gpo131172;Address at time of PURL creationPDF versionhttps://www.govinfo.gov/content/pkg/CHRG-116hhrg36062/pdf/CHRG-116hhrg36062.pdf;Address at time of PURL creationText versionhttps://www.govinfo.gov/content/pkg/CHRG-116hhrg36062/html/CHRG-116hhrg36062.htm;Documents entered into the recordhttps://docs.house.gov/Committee/Calendar/ByEvent.aspx?EventID=109020,20200123,Examining PFAS chemicals and their risks :,"hearing before the Subcommittee on Environment of the Committee on Oversight and Reform, House of Representatives, One Hundred Sixteenth Congress, first session, March 6, 2019."
1113496,(OCoLC)1137343887,0807-A-09 (online),LC 14.24:IF 10869/,-2019,https://purl.fdlp.gov/GPO/gpo131199;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=IF10869,20200123,Reconsidering the strategic petroleum reserve /,
1113500,(OCoLC)1141204376,0074-A-02 (online),A 98.9:729,2018,https://purl.fdlp.gov/GPO/gpo131203;Address at time of PURL creationhttps://fns-prod.azureedge.net/sites/default/files/resource-files/NibblesWater_Eng.pdf,20200220,Water: it's a great choice.,
1113502,(OCoLC)1141204462,0074-A-02 (online),A 98.9:729-S/SPAN.,2018,https://purl.fdlp.gov/GPO/gpo131205;Address at time of PURL creationhttps://fns-prod.azureedge.net/sites/default/files/resource-files/NibblesWater_Sp.pdf,20200220,Agua: una gran opción.,
1113511,(OCoLC)985370600,0624-B-05 (online),I 19.42/4:73-7,1973,https://purl.fdlp.gov/GPO/gpo130904;Address at time of PURL creationhttps://pubs.er.usgs.gov/publication/wri737,20200124,Magnitude and frequency of floods in small drainage basins in Idaho /,
1113512,(OCoLC)985370602,0624-B-05 (online),I 19.42/4:75-61,1975,https://purl.fdlp.gov/GPO/gpo131149;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1975/0061/report.pdf,20200124,MIX2 :,a computer program for modeling chemical reactions in natural waters /
1113517,(OCoLC)935345331,0624-B-05 (online),I 19.42/4:00-4157,2000,https://purl.fdlp.gov/GPO/gpo131227;Address at time of PURL creationhttps://pubs.usgs.gov/wri/2000/4157/report.pdf,20200124,"Results of well-bore flow logging for six water-production wells completed in the Santa Fe Group aquifer system, Albuquerque, New Mexico, 1996-98 /",
1113523,(OCoLC)815361618,0624-B-05 (online),I 19.42/4:01-4115,2001,https://purl.fdlp.gov/GPO/gpo130059;Address at time of PURL creationhttps://pubs.usgs.gov/wri/2001/4115/report.pdf,20200124,"Analysis of vegetation controls on bank erosion rates, Clark Fork of the Columbia River, Deer Lodge Valley, Montana /",
1113528,(OCoLC)1137375894,0807-A-07 (online),LC 14.23:R 40538/,-2020,https://purl.fdlp.gov/GPO/gpo131246;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=R40538,20200124,Coordination of federal water research :,legislative issues /
1113536,(OCoLC)1137377056,0646-R (online),I 29.89:2007/017,2007,https://purl.fdlp.gov/GPO/gpo131247;Address at time of PURL creationhttps://irma.nps.gov/Datastore/Reference/Profile/650796,20200124,Eastern Rivers and Mountains Network ecological monitoring plan /,
1113544,(OCoLC)1137379393,0546-D (online),GA 1.13:GAO-18-477,2018,https://purl.fdlp.gov/GPO/gpo131201;Address at time of PURL creationhttps://www.gao.gov/assets/700/692113.pdf,20200124,Strategic Petroleum Reserve: DOE needs to strengthen its approach to planning the future of emergency stockpile :,report to congressional requesters.
1113545,(OCoLC)1137379329,0646-R (online),I 29.89:2008/071,2008,https://purl.fdlp.gov/GPO/gpo131264;Address at time of PURL creationhttps://irma.nps.gov/Datastore/Reference/Profile/661118,20200124,Mid-Atlantic Network vital signs monitoring plan /,
1113550,(OCoLC)1137380462,0646-R (online),I 29.89:2010/242,2010,http://purl.fdlp.gov/GPO/gpo131272;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/418662,20200124,Forest vegetation monitoring protocol for the North Coast and Cascades Network /,
1113552,(OCoLC)966435132,0624-B-05 (online),I 19.42/4:01-4079,2001,https://purl.fdlp.gov/GPO/gpo130352;Address at time of PURL creationhttps://pubs.usgs.gov/wri/2001/4079/report.pdf,20200124,"Simulated ground-water-flow responses to geohydrologic characteristics, Corinna, Maine /",
1113555,(OCoLC)1137381480,0646-R (online),I 29.89:2010/277,2010,http://purl.fdlp.gov/GPO/gpo131276;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/421722,20200124,Alpine vegetation composition structure and soils monitoring protocol /,
1113559,(OCoLC)1137382368,0646-R (online),I 29.89:2010/222,2010,http://purl.fdlp.gov/GPO/gpo131279;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/376383,20200124,Rocky Mountain Climate Protocol :,climate monitoring in the Greater Yellowstone and Rocky Mountain inventory and monitoring networks /
1113568,(OCoLC)1137384736,0646-R (online),I 29.89:2010/276,2010,https://purl.fdlp.gov/GPO/gpo131296;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/424003,20200124,"Assessment of water resources and watershed conditions in Ocmulgee National Monument, Georgia /",
1113570,(OCoLC)1137385397,0646-R (online),I 29.89:2010/268,2010,https://purl.fdlp.gov/GPO/gpo131300;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/424004,20200124,"Assessment of water resources and watershed conditions in Horseshoe Bend National Military Park, Alabama /",
1113575,(OCoLC)1137386079,0646-R (online),I 29.89:2010/274,2010,https://purl.fdlp.gov/GPO/gpo131304;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/423713,20200124,"Assessment of water resources and watershed conditions in the Chattahoochee River National Recreation Area, Georgia /",
1113579,(OCoLC)1137386034,0807-A-07 (online),LC 14.23:RL 34465/,-2018,https://purl.fdlp.gov/GPO/gpo130969;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=RL34465,20200124,FDA Amendments Act of 2007 (P.L. 110-85) /,
1113580,(OCoLC)1137386304,0646-R (online),I 29.89:2010/273,2010,https://purl.fdlp.gov/GPO/gpo131305;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/427488,20200124,"Assessment of water resources and watershed conditions in Kennesaw Mountain National Battlefield Park, Georgia /",
1113585,(OCoLC)1137387075,0807-A-07 (online),LC 14.23:R 45867/,-2018,https://purl.fdlp.gov/GPO/gpo130965;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=R45867,20200124,FDA regulation of tobacco products /,
1113587,(OCoLC)1137387029,0807-A-07 (online),LC 14.23:R 40475/,-2018,https://purl.fdlp.gov/GPO/gpo130962;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=R40475,20200124,FDA tobacco regulation :,the Family Smoking Prevention and Tobacco Control Act of 2009 /
1113618,(OCoLC)1137541111,0807-A-07 (online),LC 14.23:R 42123/,-2020,https://purl.fdlp.gov/GPO/gpo131351;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=R42123,20200127,Controlling air emissions from outer continental shelf sources :,a comparison of two programs-EPA and DOI /
1113621,(OCoLC)1138887394,0083-B-06 (online),A 13.88:SRS-238,2019,https://purl.fdlp.gov/GPO/gpo131356;Address at time of PURL creationhttps://www.srs.fs.usda.gov/pubs/gtr/gtr_srs238.pdf,20200203,Wildland fire impacts on water yield across the contiguous United States /,
1113622,(OCoLC)1137543671,0646-R (online),I 29.89:2010/216,2010,https://purl.fdlp.gov/GPO/gpo131357;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/376606,20200127,Prairie falcon monitoring protocol for Pinnacles National Monument /,
1113627,(OCoLC)1137546351,0646-R (online),I 29.89:2010/217,2010,https://purl.fdlp.gov/GPO/gpo131363;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/376604,20200127,Prairie falcon monitoring protocol for Pinnacles National Monument :,standard operating procedures /
1113628,(OCoLC)1137546696,0646-R (online),I 29.89:2010/261,2010,https://purl.fdlp.gov/GPO/gpo131365;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/425419,20200127,Assessment of natural resources and watershed conditions for Kalaupapa National Historical Park /,
1113705,(OCoLC)1137595567,0546-D-01 (online),GA 1.5/2:GAO-18-675 T,2018,https://purl.fdlp.gov/GPO/gpo131317;Address at time of PURL creationhttps://www.gao.gov/assets/700/693334.pdf,20200128,Strategic Petroleum Reserve: observations on the emergency stockpile :,"testimony before the Subcommittee on Energy, Committee on Energy and Commerce, House of Representatives /"
1113753,(OCoLC)1137700885,0807-A-09 (online),LC 14.24:IF 10883/,-2019,https://purl.fdlp.gov/GPO/gpo131447;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=IF10883,20200128,Overview of U.S. Environmental Protection Agency (EPA) water infrastructure programs and FY2018 appropriations /,
1113778,(OCoLC)963251378,0624-B-05 (online),I 19.42/4:76-28,1976,https://purl.fdlp.gov/GPO/gpo130910;Address at time of PURL creationhttps://archive.usgs.gov/archive/sites/sofia.usgs.gov/publications/wri/76-28/76-28.pdf,20200129,Analysis of selected benthic communities in the Florida Everglades with reference to their physical and chemical environment /,
1113803,(OCoLC)53235434,0431-J-86 (online),EP 1.124/4:,,https://purl.fdlp.gov/GPO/gpo131042;Address at time of PURL creationhttps://echo.epa.gov/,20200129,Enforcement and compliance history online /,
1113814,(OCoLC)1137791849,0431-I-01 (online),EP 1.2:P 94/62,1981,https://purl.fdlp.gov/GPO/gpo131043;Address at time of PURL creationhttp://nepis.epa.gov/Exe/ZyPDF.cgi?Dockey=9100X6C0.PDF,20200129,"Results of the ""one week follow-up"" with participants in the FY79 Emission Factors Testing Program /",
1113833,(OCoLC)1137794890,0646-R (online),I 29.89:2010/186,2010,https://purl.fdlp.gov/GPO/gpo131479;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/150997,20200129,Northern Great Plains Network vital signs monitoring plan /,
1113839,(OCoLC)1057365347,0484-E (online),EP 6.52:V 53/20/999,[1999],https://purl.fdlp.gov/GPO/gpo131407;Address at time of PURL creationhttps://nepis.epa.gov/Exe/ZyPDF.cgi?Dockey=P100B3HR.PDF,20200129,National Vehicle and Fuel Emissions Laboratory /,
1113850,(OCoLC)1137795934,0646-R (online),I 29.89:2010/225,2010,https://purl.fdlp.gov/GPO/gpo131491;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/376378,20200129,Landbird monitoring protocol :,Great Lakes Inventory and Monitoring Network /
1113915,(OCoLC)1138021158,0807-A-07 (online),LC 14.23:RL 32537/,-2020,https://purl.fdlp.gov/GPO/gpo131547;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=RL32537,20200130,Defense cleanup and environmental programs :,authorization and appropriations for FY2005 /
1113917,(OCoLC)55740945,1064-C (online),Y 3.M 33/3:2/2004023220,1999,http://purl.access.gpo.gov/GPO/LPS50736;Address at time of PURL creationhttps://www.mmc.gov/reports/workshop/pdf/contaminants.pdf,20200130,Marine mammals and persistent ocean contaminants :,"proceedings of the Marine Mammal Commission Workshop, Keystone, Colorado, 12-15 October 1998 /"
1113933,(OCoLC)1138032733,0807-A-07 (online),LC 14.23:RL 32183/,-2020,https://purl.fdlp.gov/GPO/gpo131562;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=RL32183,20200130,Defense cleanup and environmental programs :,authorization and appropriations for FY2004 /
1113965,(OCoLC)1138034251,0646-R (online),I 29.89:2009/154,2010,https://purl.fdlp.gov/GPO/gpo131573;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/150870,20200130,Protocol for monitoring coastal salt marshes in the Southwest Alaska Network /,
1113983,(OCoLC)1138165749,1045-C (online),Y 4.P 96/10:S.HRG.116-102,2020,https://purl.fdlp.gov/GPO/gpo130949;Address at time of PURL creationhttps://www.govinfo.gov/content/pkg/CHRG-116shrg38653/pdf/CHRG-116shrg38653.pdf,20200131,Hearing on the nomination of Sean O'Donnell to be Inspector General of the Environmental Protection Agency :,"hearing before the Committee on Environment and Public Works, United States Senate, One Hundred Sixteenth Congress, first session, October 30, 2019."
1114035,(OCoLC)1138553855,1045-C (online),Y 4.P 96/10:S.HRG.116-107,2020,https://purl.fdlp.gov/GPO/gpo131535;Address at time of PURL creationhttps://www.govinfo.gov/content/pkg/CHRG-116shrg38868/pdf/CHRG-116shrg38868.pdf,20200131,Reducing emissions while driving economic growth :,"industry-led initiatives : hearing before the Subcommittee on Clean Air and Nuclear Safety of the Committee on Environment and Public Works, United States Senate, One Hundred Sixteenth Congress, first session, October 17, 2019."
1114037,(OCoLC)1138553929,0646-R (online),I 29.89:2010/204,2010,https://purl.fdlp.gov/GPO/gpo131693;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/425369,20200131,Thematic accuracy assessment procedures :,National Park Service vegetation inventory /
1114043,(OCoLC)1138556807,0646-R (online),I 29.89:2010/267,2010,https://purl.fdlp.gov/GPO/gpo131702;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/423738,20200131,"Assessment of water resources and watershed conditions in Congaree National Park, South Carolina /",
1114045,(OCoLC)1138556958,0646-R (online),I 29.89:2010/260,2010,https://purl.fdlp.gov/GPO/gpo131704;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/419538,20200131,Climate and terrestrial ecosystem change in the U.S. Rocky Mountains and Upper Columbia Basin :,historical and future perspectives for natural resource management /
1114070,(OCoLC)1138199971,0807-A-10 (online),LC 14.25:LSB 10069/,-2018,https://purl.fdlp.gov/GPO/gpo131708;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=LSB10069,20200131,"Clean water rule challenges must begin in Federal District Courts, Supreme Court holds /",
1114092,(OCoLC)1138877370,0646-R (online),I 29.89:2010/192,2010,https://purl.fdlp.gov/GPO/gpo131734;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/420490,20200203,Assessment of coastal water resources and watershed conditions :,Kenai Fjords National Park /
1114098,(OCoLC)1138885946,0068-E-01 (online),A 112.15:C 76/17,2019,https://purl.fdlp.gov/GPO/gpo131212;Address at time of PURL creationhttps://www.fsa.usda.gov/Assets/USDA-FSA-Public/usdafiles/FactSheets/2019/crp_clear_initiative_prairie_strip_practice-fact_sheet.pdf,20200203,"Conservation Reserve Program: Clean Lakes, Estuaries and Rivers (CLEAR) Initiative: prairie strip practice (CP-43).",
1114129,(OCoLC)1138888275,0646-R (online),I 29.89:2010/188,2010,https://purl.fdlp.gov/GPO/gpo131749;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/152721,20200203,Chihuahuan Desert Network vital signs monitoring plan /,
1114138,(OCoLC)1138890511,0646-R (online),I 29.89:2010/271,2010,https://purl.fdlp.gov/GPO/gpo131754;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/421309,20200203,Technical guidance on assessing impacts to air quality in NEPA and planning documents /,
1114152,(OCoLC)1140508246,0621-L (online),I 19.127:2019-3044,2019,https://purl.fdlp.gov/GPO/gpo131768;Address at time of PURL creationhttps://pubs.usgs.gov/fs/2019/3044/fs20193044.pdf,20200213,"Assessment of undiscovered continuous oil and gas resources in the Upper Ordovician Point Pleasant Formation and Utica Shale of the Appalachian Basin Province, 2019.",
1114161,(OCoLC)1138903389,0807-A-07 (online),LC 14.23:R 42563/,-2018,https://purl.fdlp.gov/GPO/gpo131266;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=R42563,20200203,Ending overfishing and rebuilding fish stocks in U.S. federal waters /,
1114165,(OCoLC)1138903366,0807-A-07 (online),LC 14.23:RL 32852/,-2018,https://purl.fdlp.gov/GPO/gpo131270;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=RL32852,20200203,Energy and water development :,FY2006 appropriations /
1114170,(OCoLC)1138903579,0807-A-07 (online),LC 14.23:R 41507/,-2018,https://purl.fdlp.gov/GPO/gpo131322;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=R41507,20200203,Energy's water demand :,"trends, vulnerabilities, and management /"
1114171,(OCoLC)1138903599,0807-A-07 (online),LC 14.23:RS 22145/,-2018,https://purl.fdlp.gov/GPO/gpo131323;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=RS22145,20200203,Environmental activities of the U.S. Coast Guard /,
1114172,(OCoLC)1138903677,0192 (online),C 55.402:G 79/2,2019,https://purl.fdlp.gov/GPO/gpo131751;Address at time of PURL creationhttps://marinedebris.noaa.gov/file/5108/download?token=Qfo3D6en,20200203,Great Lakes Land-based Marine Debris Action Plan :,2014-2019 accomplishments report.
1114176,(OCoLC)1140447156,0621-L (online),I 19.127:2019-3050,2019,https://purl.fdlp.gov/GPO/gpo131778;Address at time of PURL creationhttps://pubs.usgs.gov/fs/2019/3050/fs20193050.pdf,20200213,"Assessment of undiscovered gas resources in the Middle Devonian Marcellus Shale of the Appalachian Basin Province, 2019.",
1114201,(OCoLC)1138947645,1011-B (online),Y 4.AP 6/1:IN 8/6/2020/,-2019,https://purl.fdlp.gov/GPO/gpo131786;Address at time of PURL creationhttps://www.govinfo.gov/content/pkg/CHRG-116hhrg36774/pdf/CHRG-116hhrg36774.pdf,20200204,"Interior, environment, and related agencies appropriations for 2020 :","hearings before a subcommittee of the Committee on Appropriations, House of Representatives, One Hundred Sixteenth Congress, first session /"
1114207,(OCoLC)1140446253,0621-L (online),I 19.127:2019-3068,2019,https://purl.fdlp.gov/GPO/gpo131793;Address at time of PURL creationhttps://pubs.usgs.gov/fs/2019/3068/fs20193068.pdf,20200213,"Glacier retreat in Glacier National Park, Montana /",
1114214,(OCoLC)1138949573,1040-C (online),Y 4.EN 2:S.HRG.115-504,2020,https://purl.fdlp.gov/GPO/gpo131796;Address at time of PURL creationhttps://www.govinfo.gov/content/pkg/CHRG-115shrg29765/pdf/CHRG-115shrg29765.pdf,20200204,Pending legislation :,"hearing before the Subcommittee on National Parks of the Committee on Energy and Natural Resources, United States Senate, One Hundred Fifteenth Congress, second session, on S. 400, S. 966, S. 1160, S. 1260/H.R. 2615, S. 1335, S. 1446/H.R. 1135, S. 1472, S. 1573, S. 1602, S. 1645, S. 1646, S. 1692, S. 1956/H.R. 2897, S. 2102, S. 2213/H.R. 4300, S. 2225, S. 2238, H.R. 1397, H.R. 1500, February 14, 2018."
1114243,(OCoLC)1138991426,0378-H-22 (online),D 5.423:111,[2018],https://purl.fdlp.gov/GPO/gpo131823;Address at time of PURL creationhttps://ndupress.ndu.edu/Portals/68/Documents/DefenseTechnologyPapers/DTP-111.pdf,20200204,United Nations peacekeeping operations :,environmental sustainability /
1114274,(OCoLC)985370753,0624-B-05 (online),I 19.42/4:79-2,1979,https://purl.fdlp.gov/GPO/gpo131595;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1979/0002/report.pdf,20200205,"Hydrologic effects of annually diverting 131,000 acre-feet of water from Dillon Reservoir, central Colorado /",
1114275,(OCoLC)985370526,0624-B-05 (online),I 19.42/4:80-71,1980,https://purl.fdlp.gov/GPO/gpo131597;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1980/0071/report.pdf,20200205,"Effects of urbanization on the water quality of lakes in Eagan, Minnesota /",
1114281,(OCoLC)971498414,0624-B-05 (online),I 19.42/4:78-94,1978,https://purl.fdlp.gov/GPO/gpo131599;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0094/report.pdf,20200205,"Hydrologic appraisal of the water resources of the Homer-Preble Valley, New York /",
1114282,(OCoLC)985370688,0624-B-05 (online),I 19.42/4:78-89,1978,https://purl.fdlp.gov/GPO/gpo131601;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0089/report.pdf,20200205,"Hydrologic evaluation of part of central Volusia County, Florida /",
1114286,(OCoLC)971498402,0624-B-05 (online),I 19.42/4:79-6,1979,https://purl.fdlp.gov/GPO/gpo131602;Address at time of PURL creationhttps://pubs.er.usgs.gov/publication/wri796,20200205,"Hydrogeologic features of the alluvial deposits in the Greybull River Valley, Bighorn Basin, Wyoming /",
1114289,(OCoLC)985370620,0624-B-05 (online),I 19.42/4:79-13,1979,https://purl.fdlp.gov/GPO/gpo131606;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1979/0013/report.pdf,20200205,"Effects of landfill leaching on water quality and biology of a nearby stream, South Cairo, Greene County, New York /",
1114293,(OCoLC)985370718,0624-B-05 (online),I 19.42/4:78-49,1978,https://purl.fdlp.gov/GPO/gpo131608;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1978/0049/report.pdf,20200205,Ten-year low mean monthly discharge determinations for ungaged streams near waste-stabilization ponds in Wisconsin /,
1114296,(OCoLC)985370657,0624-B-05 (online),I 19.42/4:80-60,1980,https://purl.fdlp.gov/GPO/gpo131609;Address at time of PURL creationhttps://archive.usgs.gov/archive/sites/sofia.usgs.gov/publications/wri/80-60/wri-80-60.pdf,20200205,"Evaluation of a cavity-riddled zone of the shallow aquifer near Riviera Beach, Palm Beach County, Florida /",
1114302,(OCoLC)1139332537,0646-R (online),I 29.89:2012/515,2012,https://purl.fdlp.gov/GPO/gpo82510;Address at time of PURL creationhttps://irma.nps.gov/DataStore/DownloadFile/548312,20200205,"Castillo de San Marcos and Fort Matanzas National Monuments, Florida /",
1114303,(OCoLC)985370535,0624-B-05 (online),I 19.42/4:77-130,1978,https://purl.fdlp.gov/GPO/gpo131611;Address at time of PURL creationhttps://pubs.usgs.gov/wri/1977/0130/report.pdf,20200205,"Ground-water storage in the Johnson Valley area, San Bernardino, California /",
1114306,(OCoLC)971499218,0624-B-05 (online),I 19.42/4:79-29,1979,https://purl.fdlp.gov/GPO/gpo131613;Address at time of PURL creationhttps://pubs.er.usgs.gov/publication/wri7929,20200205,"Red Cedar River Basin, Wisconsin :",low-flow characteristics /
1114321,(OCoLC)1139344571,0646-R (online),I 29.89:2010/245,2010,https://purl.fdlp.gov/GPO/gpo131860;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/588656,20200205,San Francisco Bay Area Network northern spotted owl monitoring protocol /,
1114324,(OCoLC)1139344992,0646-R (online),I 29.89:2010/185,2010,https://purl.fdlp.gov/GPO/gpo131863;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/604477,20200205,Northeast coastal and barrier network geomorphological monitoring protocol.,
1114325,(OCoLC)1139345059,0646-R (online),I 29.89:2010/184,2010,https://purl.fdlp.gov/GPO/gpo131866;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/151118,20200205,"Coastal geomorphology of the ocean shoreline, Gateway National Recreation Area :","natural evolution and cultural modifications, a synthesis /"
1114327,(OCoLC)1139344763,0807-A-07 (online),LC 14.23:RL 32441/,-2018,https://purl.fdlp.gov/GPO/gpo131328;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=RL32441,20200205,Environmental Protection Agency :,appropriations for FY2005 /
1114328,(OCoLC)1139344831,0807-A-07 (online),LC 14.23:R 43127/,-2018,https://purl.fdlp.gov/GPO/gpo131635;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=R43127,20200205,EPA standards for greenhouse gas emissions from new power plants /,
1114329,(OCoLC)1139344229,0807-A-07 (online),LC 14.23:RL 32856/,-2018,https://purl.fdlp.gov/GPO/gpo131330;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=RL32856,20200205,Environmental Protection Agency : appropriations for FY2006 /,
1114330,(OCoLC)1139344788,0807-A-07 (online),LC 14.23:R 41505/,-2018,https://purl.fdlp.gov/GPO/gpo131640;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=R41505,20200205,EPA's BACT guidance for greenhouse gases from stationary sources /,
1114331,(OCoLC)1139345419,0646-R (online),I 29.89:2010/203,2010,https://purl.fdlp.gov/GPO/gpo131868;Address at time of PURL creationhttps://irma.nps.gov/Datastore/DownloadFile/425362,20200205,Salmonid monitoring protocol for the San Francisco Area Network /,
1114332,(OCoLC)1139344411,0807-A-07 (online),LC 14.23:RS 22064/,-2018,https://purl.fdlp.gov/GPO/gpo131333;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=RS22064,20200205,Environmental Protection Agency : fiscal year 2006 appropriations highlights /,
1114333,(OCoLC)1139345033,0807-A-07 (online),LC 14.23:R 41341/,-2018,https://purl.fdlp.gov/GPO/gpo131641;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=R41341,20200205,EPA's proposal to regulate coal combustion waste disposal :,issues for Congress. /
1114334,(OCoLC)1139344767,0807-A-07 (online),LC 14.23:RS 22386/,-2018,https://purl.fdlp.gov/GPO/gpo131337;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=RS22386,20200205,Environmental Protection Agency : FY2007 appropriations highlights /,
1114335,(OCoLC)1139344823,0807-A-07 (online),LC 14.23:R 41914/,-2018,https://purl.fdlp.gov/GPO/gpo131647;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=R41914,20200205,EPA's regulation of coal-fired power :,"is a ""train wreck"" coming? /"
1114336,(OCoLC)1139344564,0807-A-07 (online),LC 14.23:R 40197/,-2018,https://purl.fdlp.gov/GPO/gpo131340;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=R40197,20200205,Environmental Quality Incentives Program (EQIP) :,status and issues /
1114337,(OCoLC)1139345031,0807-A-07 (online),LC 14.23:R 42144/,-2018,https://purl.fdlp.gov/GPO/gpo131650;Address at time of PURL creationhttps://crsreports.congress.gov/product/details?prodcode=R42144,20200205,EPA's utility MACT :,will the lights go out? /
